id,title,link,image_link,content_type,title_th,genre,subgenre,tags,release_year,origin_country,maturity_rating,rating,rating_count,features,published,image_portrait,image_portrait_th,image_landscape_th,cast,created_at,updated_at,total_seasons,total_episodes
"16838","Series of Actions","https://vipa.me/th/watch/series-of-actions","https://assets.vipa.nexbetter.com/pictures/3/c9/25/c925196f-9412-4bf0-a28b-4a1ea092d0e1","movie","Series of Actions","Documentary","Historical|Biographical|Investigative|Social/Political|Cultural","no_data","2024","THA","5","5","4","no_data","true","https://assets.vipa.nexbetter.com/pictures/3/c9/25/c925196f-9412-4bf0-a28b-4a1ea092d0e1","https://assets.vipa.nexbetter.com/pictures/3/c9/25/c925196f-9412-4bf0-a28b-4a1ea092d0e1","https://assets.vipa.nexbetter.com/pictures/3/ce/d8/ced8319d-ac2b-4c54-9521-78c30770d7ac","no_data","2026-09-03T08:19:36.00Z","2026-09-11T09:23:13.00Z","0","0"
"16820","เด็กชายดินเหนียว (Big Sign)","https://vipa.me/th/watch/clay-bigsign","https://assets.vipa.nexbetter.com/pictures/3/90/d4/90d456ec-844f-436f-a544-6c81e081d092","movie","เด็กชายดินเหนียว (Big Sign)","Kids & Family","Animation|Adventure|Fantasy","no_data","2026","THA","1","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/90/d4/90d456ec-844f-436f-a544-6c81e081d092","https://assets.vipa.nexbetter.com/pictures/3/90/d4/90d456ec-844f-436f-a544-6c81e081d092","https://assets.vipa.nexbetter.com/pictures/3/da/7f/da7f4f5c-97e3-44d1-b6d1-d9fc1e646629","no_data","2026-09-01T09:14:59.00Z","2026-09-01T09:21:15.00Z","0","0"
"16819","มานิก เด็กหญิงนักปรุงยา (Big Sign)","https://vipa.me/th/watch/maniq-bigsign","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","movie","มานิก เด็กหญิงนักปรุงยา (Big Sign)","Kids & Family","Animation|Adventure|Fantasy|Nature and Wildlife","no_data","2026","THA","1","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","https://assets.vipa.nexbetter.com/pictures/3/fe/87/fe877b58-4186-4adc-a7c5-66ef69d84cd5","no_data","2026-09-01T09:04:17.00Z","2026-09-01T09:09:22.00Z","0","0"
"16818","กุมารอัลฟ่า (Big Sign)","https://vipa.me/th/watch/alpha-boy-bigsign","https://assets.vipa.nexbetter.com/pictures/3/35/97/35970693-793d-4826-afcb-ef3db389ca98","movie","กุมารอัลฟ่า (Big Sign)","Kids & Family","Animation|Adventure|Fantasy","no_data","2026","THA","1","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/35/97/35970693-793d-4826-afcb-ef3db389ca98","https://assets.vipa.nexbetter.com/pictures/3/35/97/35970693-793d-4826-afcb-ef3db389ca98","https://assets.vipa.nexbetter.com/pictures/3/54/a3/54a3e802-9e9c-44da-9802-6266d443428c","no_data","2026-09-01T08:40:57.00Z","2026-09-01T08:57:27.00Z","0","0"
"16817","อัศวินคลุกแป้ง (Big Sign)","https://vipa.me/th/watch/bread-knight-bigsign","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","movie","อัศวินคลุกแป้ง (Big Sign)","Kids & Family","Animation|Adventure|Fantasy|Superhero","no_data","2026","THA","1","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","https://assets.vipa.nexbetter.com/pictures/3/0c/36/0c36c9f7-b64d-422d-9c9f-8182c6c78ee2","no_data","2026-09-01T08:16:21.00Z","2026-09-01T08:28:28.00Z","0","0"
"16816","ขอพรให้โลกน่าอยู่ (Big Sign)","https://vipa.me/th/watch/wishes-bigsign","https://assets.vipa.nexbetter.com/pictures/3/25/98/2598a871-8aa3-4562-9a26-f73ed8f365c5","movie","ขอพรให้โลกน่าอยู่ (Big Sign)","Kids & Family","Adventure|Drama|Nature and Wildlife","no_data","2026","THA","2","0","0","sign-language|closed-caption","true","https://assets.vipa.nexbetter.com/pictures/3/25/98/2598a871-8aa3-4562-9a26-f73ed8f365c5","https://assets.vipa.nexbetter.com/pictures/3/25/98/2598a871-8aa3-4562-9a26-f73ed8f365c5","https://assets.vipa.nexbetter.com/pictures/3/19/3f/193fda4d-9f11-4f34-bba1-6c493ba1f6ea","no_data","2026-09-01T04:47:19.00Z","2026-09-01T05:04:49.00Z","0","0"
"16792","ไดโนเสาร์บ้านเฮา (Big Sign)","https://vipa.me/th/watch/house-of-the-dinosaur-bigsign","https://assets.vipa.nexbetter.com/pictures/3/a1/6e/a16e6483-2dde-49c4-808a-b219d7e78f2f","movie","ไดโนเสาร์บ้านเฮา (Big Sign)","Documentary","Historical|Investigative|Nature/Environmental","no_data","2026","THA","5","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/a1/6e/a16e6483-2dde-49c4-808a-b219d7e78f2f","https://assets.vipa.nexbetter.com/pictures/3/a1/6e/a16e6483-2dde-49c4-808a-b219d7e78f2f","https://assets.vipa.nexbetter.com/pictures/3/74/c9/74c913e4-63ba-4cc3-8e40-c6f3dde53beb","no_data","2026-08-31T09:12:35.00Z","2026-08-31T09:16:30.00Z","0","0"
"16791","หมากไม้ (Big Sign)","https://vipa.me/th/watch/blood-berries-big-sign","https://assets.vipa.nexbetter.com/pictures/3/73/0d/730d3f5d-4a45-4178-9834-b785492e0387","movie","หมากไม้ (Big Sign)","Documentary","Investigative|Social/Political|Cultural","no_data","2025","THA","5","0","0","closed-caption|sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/73/0d/730d3f5d-4a45-4178-9834-b785492e0387","https://assets.vipa.nexbetter.com/pictures/3/73/0d/730d3f5d-4a45-4178-9834-b785492e0387","https://assets.vipa.nexbetter.com/pictures/3/ad/2a/ad2a6672-badd-405b-a543-be980c5221d2","no_data","2026-08-31T08:51:50.00Z","2026-08-31T08:58:25.00Z","0","0"
"16771","เรื่องใหญ่ของหัวใจดวงเล็ก","https://vipa.me/th/watch/little-to-big","https://assets.vipa.nexbetter.com/pictures/3/42/2e/422e73d9-15d5-4892-b9b5-fd98c30d3564","movie","เรื่องใหญ่ของหัวใจดวงเล็ก","Documentary","Social/Political|Cultural","no_data","2022","THA","5","5","3","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/42/2e/422e73d9-15d5-4892-b9b5-fd98c30d3564","https://assets.vipa.nexbetter.com/pictures/3/42/2e/422e73d9-15d5-4892-b9b5-fd98c30d3564","https://assets.vipa.nexbetter.com/pictures/3/da/0e/da0e4f39-1c34-4f80-a1ee-aac2128148b3","no_data","2026-08-31T03:41:11.00Z","2026-08-31T03:43:27.00Z","0","0"
"16648","ร่างกายนี้ไม่ขอโทษใคร","https://vipa.me/th/watch/juck","https://assets.vipa.nexbetter.com/pictures/3/20/a6/20a68759-e5db-4b9f-b6f4-a94d67419d65","movie","ร่างกายนี้ไม่ขอโทษใคร","Documentary","Social/Political|Cultural","no_data","2018","THA","5","5","4","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/20/a6/20a68759-e5db-4b9f-b6f4-a94d67419d65","https://assets.vipa.nexbetter.com/pictures/3/20/a6/20a68759-e5db-4b9f-b6f4-a94d67419d65","https://assets.vipa.nexbetter.com/pictures/3/54/59/54593550-3edc-4271-bfcf-70dde3ecac2b","no_data","2026-08-24T04:05:35.00Z","2026-08-24T04:08:16.00Z","0","0"
"16620","สันติ-วีณา (Big Sign)","https://vipa.me/th/watch/santi-vina-bigsign","https://assets.vipa.nexbetter.com/pictures/3/dd/4a/dd4a15bc-2649-483e-a5f7-7742e7dda37e","movie","สันติ-วีณา (Big Sign)","Drama","Romantic Drama|Family Drama|Social Drama","no_data","1954","THA","5","0","0","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/dd/4a/dd4a15bc-2649-483e-a5f7-7742e7dda37e","https://assets.vipa.nexbetter.com/pictures/3/dd/4a/dd4a15bc-2649-483e-a5f7-7742e7dda37e","https://assets.vipa.nexbetter.com/pictures/3/df/f6/dff6e276-b0b6-4719-8d15-be2c9140aa1e","no_data","2026-08-21T04:06:46.00Z","2026-08-21T04:10:45.00Z","0","0"
"16619","ผำ พืชแห่งอนาคต (Big Sign)","https://vipa.me/th/watch/wolffia-bigsign","https://assets.vipa.nexbetter.com/pictures/3/d4/db/d4db7679-2ea1-4de9-be42-891bc2479f03","movie","ผำ พืชแห่งอนาคต (Big Sign)","Food & Travel","Food Documentaries|Food Travel Shows|Food and Culture","no_data","2026","THA","5","0","0","closed-caption|sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/d4/db/d4db7679-2ea1-4de9-be42-891bc2479f03","https://assets.vipa.nexbetter.com/pictures/3/d4/db/d4db7679-2ea1-4de9-be42-891bc2479f03","https://assets.vipa.nexbetter.com/pictures/3/a1/03/a103f23d-3272-4e8c-ae63-b072fe31372d","no_data","2026-08-21T03:10:43.00Z","2026-08-21T03:16:13.00Z","0","0"
"16618","ปาตาโกเนีย...ดินแดนผู้บุกเบิก","https://vipa.me/th/watch/patagonia-land-of-pioneers","https://assets.vipa.nexbetter.com/pictures/3/cc/eb/cceb7d99-e55e-4325-a573-456377a6a8a1","movie","ปาตาโกเนีย...ดินแดนผู้บุกเบิก","Documentary","Nature/Environmental","no_data","2022","THA","2","5","5","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/cc/eb/cceb7d99-e55e-4325-a573-456377a6a8a1","https://assets.vipa.nexbetter.com/pictures/3/cc/eb/cceb7d99-e55e-4325-a573-456377a6a8a1","https://assets.vipa.nexbetter.com/pictures/3/a3/d9/a3d9aa12-fae1-491c-8198-44ae173f2745","no_data","2026-08-20T11:04:42.00Z","2026-08-28T03:55:23.00Z","0","0"
"16617","ขุนเขาแลปแลนด์ ตำนานยักษ์ผู้หลับใหล","https://vipa.me/th/watch/tale-of-the-sleeping-giants","https://assets.vipa.nexbetter.com/pictures/3/7c/e9/7ce90ec2-bd89-47f2-af3a-0637cb503558","movie","ขุนเขาแลปแลนด์ ตำนานยักษ์ผู้หลับใหล","Documentary","Nature/Environmental","no_data","2021","THA","2","5","7","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/7c/e9/7ce90ec2-bd89-47f2-af3a-0637cb503558","https://assets.vipa.nexbetter.com/pictures/3/7c/e9/7ce90ec2-bd89-47f2-af3a-0637cb503558","https://assets.vipa.nexbetter.com/pictures/3/21/dc/21dcd6a3-d55d-4374-8f44-9c1c3c26544b","no_data","2026-08-20T10:32:39.00Z","2026-08-28T03:32:21.00Z","0","0"
"16561","อย่างช้า ๆ","https://vipa.me/th/watch/polepole","https://assets.vipa.nexbetter.com/pictures/3/18/e0/18e01e95-5e96-47fd-904f-e456a75817e2","movie","อย่างช้า ๆ","Documentary","Social/Political|Cultural","no_data","2021","THA","5","4","4","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/18/e0/18e01e95-5e96-47fd-904f-e456a75817e2","https://assets.vipa.nexbetter.com/pictures/3/18/e0/18e01e95-5e96-47fd-904f-e456a75817e2","https://assets.vipa.nexbetter.com/pictures/3/13/ac/13ac7dba-7731-4344-a57c-36a69874e2f9","no_data","2026-08-17T04:50:24.00Z","2026-08-28T03:29:31.00Z","0","0"
"16529","อัศวินคลุกแป้ง","https://vipa.me/th/watch/bread-knight","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","movie","อัศวินคลุกแป้ง","Kids & Family","Animation|Adventure|Fantasy|Superhero","no_data","2026","THA","1","4","5","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","https://assets.vipa.nexbetter.com/pictures/3/f3/06/f3065a40-5ebe-49aa-85d2-a84e9a7e2c87","https://assets.vipa.nexbetter.com/pictures/3/7c/ed/7ced02ec-e569-41d7-8d5b-f3f035921256","no_data","2026-08-11T07:13:18.00Z","2026-09-07T07:55:31.00Z","0","0"
"16528","มานิก เด็กหญิงนักปรุงยา","https://vipa.me/th/watch/maniq","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","movie","มานิก เด็กหญิงนักปรุงยา","Kids & Family","Animation|Adventure|Fantasy|Nature and Wildlife","no_data","2026","THA","1","5","4","sign-language","true","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","https://assets.vipa.nexbetter.com/pictures/3/31/d3/31d3f16e-3879-4170-98a2-c455d1238582","https://assets.vipa.nexbetter.com/pictures/3/29/95/29950226-a255-4eba-b109-4c5f19513db6","no_data","2026-08-11T05:12:24.00Z","2026-09-07T07:55:59.00Z","0","0"
"16518","ชั่วฟ้าดินสลาย","https://vipa.me/th/watch/forever-yours","https://assets.vipa.nexbetter.com/pictures/3/cf/87/cf8790bc-18c2-46c9-97e9-4d9852502d43","movie","ชั่วฟ้าดินสลาย","Drama","Family Drama|Social Drama","no_data","1955","THA","5","5","12","closed-caption","true","https://assets.vipa.nexbetter.com/pictures/3/cf/87/cf8790bc-18c2-46c9-97e9-4d9852502d43","https://assets.vipa.nexbetter.com/pictures/3/cf/87/cf8790bc-18c2-46c9-97e9-4d9852502d43","https://assets.vipa.nexbetter.com/pictures/3/99/a0/99a087d0-f61e-465d-a816-bba1651daa23","Ngamta Supphaphong|Chana Sri-ubon|Em Sukkasem","2026-08-10T11:14:15.00Z","2026-08-14T08:25:16.00Z","0","0"
"16515","ปีกของคนงาน","https://vipa.me/th/watch/workers-wings","https://assets.vipa.nexbetter.com/pictures/3/4a/3e/4a3ee933-25d8-4f89-959b-a55dab32d56d","movie","ปีกของคนงาน","Documentary","Social/Political|Cultural","no_data","2024","THA","5","4","1","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/4a/3e/4a3ee933-25d8-4f89-959b-a55dab32d56d","https://assets.vipa.nexbetter.com/pictures/3/4a/3e/4a3ee933-25d8-4f89-959b-a55dab32d56d","https://assets.vipa.nexbetter.com/pictures/3/a0/4b/a04b732e-4be8-4bdd-a3c8-f1b650574c49","no_data","2026-08-10T03:52:33.00Z","2026-08-24T06:39:21.00Z","0","0"
"16462","ดาวโลก...ในมุมมองจากฟากฟ้า","https://vipa.me/th/watch/the-view-from-on-high","https://assets.vipa.nexbetter.com/pictures/3/8c/c8/8cc858f4-5da6-40f9-a771-deecf8934cc9","movie","ดาวโลก...ในมุมมองจากฟากฟ้า","Documentary","Nature/Environmental","no_data","2023","THA","1","4","3","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/8c/c8/8cc858f4-5da6-40f9-a771-deecf8934cc9","https://assets.vipa.nexbetter.com/pictures/3/8c/c8/8cc858f4-5da6-40f9-a771-deecf8934cc9","https://assets.vipa.nexbetter.com/pictures/3/ef/17/ef173e57-f7f2-4ad6-a3cd-d4eec8e7c16f","no_data","2026-08-06T10:07:26.00Z","2026-08-24T06:38:13.00Z","0","0"
"16461","ฮัมมิงเบิร์ด...วิหคมหัศจรรย์","https://vipa.me/th/watch/the-hummingbird-effect","https://assets.vipa.nexbetter.com/pictures/3/64/cc/64cc67c9-e2bb-4b32-874d-42de5d595b2f","movie","ฮัมมิงเบิร์ด...วิหคมหัศจรรย์","Documentary","Nature/Environmental","no_data","2023","THA","1","5","7","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/64/cc/64cc67c9-e2bb-4b32-874d-42de5d595b2f","https://assets.vipa.nexbetter.com/pictures/3/64/cc/64cc67c9-e2bb-4b32-874d-42de5d595b2f","https://assets.vipa.nexbetter.com/pictures/3/42/7b/427b3eb2-0264-4f06-987d-3416a6dbc1f2","no_data","2026-08-06T10:00:10.00Z","2026-08-28T03:31:05.00Z","0","0"
"16460","Elephant โลกของช้าง","https://vipa.me/th/watch/elephant","https://assets.vipa.nexbetter.com/pictures/3/b0/5f/b05f2b52-c49c-40cf-a3cc-6dfb14c431cc","movie","Elephant โลกของช้าง","Documentary","Nature/Environmental|Social/Political|Cultural","no_data","2026","THA","5","4","2","no_data","true","https://assets.vipa.nexbetter.com/pictures/3/b0/5f/b05f2b52-c49c-40cf-a3cc-6dfb14c431cc","https://assets.vipa.nexbetter.com/pictures/3/b0/5f/b05f2b52-c49c-40cf-a3cc-6dfb14c431cc","https://assets.vipa.nexbetter.com/pictures/3/4b/86/4b869683-49cf-4488-af6f-505b3f4d9c97","no_data","2026-08-06T08:52:01.00Z","2026-08-24T06:37:36.00Z","0","0"
"16457","ญี่ปุ่น...ของขวัญจากธรรมชาติแดนเหนือ","https://vipa.me/th/watch/giftfromtheice-japanswildnorth","https://assets.vipa.nexbetter.com/pictures/3/17/f1/17f1e510-af5c-479c-b287-8dda6cca3c97","movie","ญี่ปุ่น...ของขวัญจากธรรมชาติแดนเหนือ","Documentary","Nature/Environmental","no_data","2023","THA","1","5","5","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/17/f1/17f1e510-af5c-479c-b287-8dda6cca3c97","https://assets.vipa.nexbetter.com/pictures/3/17/f1/17f1e510-af5c-479c-b287-8dda6cca3c97","https://assets.vipa.nexbetter.com/pictures/3/6d/49/6d4948d1-0eb7-41f6-87a8-4f194b7a8a55","no_data","2026-08-05T04:45:00.00Z","2026-08-21T11:16:39.00Z","0","0"
"16456","มหัศจรรย์โลกขยับไหว","https://vipa.me/th/watch/the-loco-motion-picture","https://assets.vipa.nexbetter.com/pictures/3/de/1e/de1e72dd-fdd8-4823-b3d8-9d8c47a78cb6","movie","มหัศจรรย์โลกขยับไหว","Documentary","Nature/Environmental","no_data","2023","THA","1","4","3","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/de/1e/de1e72dd-fdd8-4823-b3d8-9d8c47a78cb6","https://assets.vipa.nexbetter.com/pictures/3/de/1e/de1e72dd-fdd8-4823-b3d8-9d8c47a78cb6","https://assets.vipa.nexbetter.com/pictures/3/49/52/4952ff4d-e595-4c20-86dd-9f14b5736253","no_data","2026-08-05T04:12:10.00Z","2026-08-24T06:36:32.00Z","0","0"
"16421","แก๊งปล้นรถไฟ","https://vipa.me/th/watch/train-robbers","https://assets.vipa.nexbetter.com/pictures/3/4d/23/4d23c8f3-3bda-40d8-9c33-563d1a080f54","movie","แก๊งปล้นรถไฟ","Documentary","Investigative|Social/Political","no_data","2019","THA","5","4","2","soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/4d/23/4d23c8f3-3bda-40d8-9c33-563d1a080f54","https://assets.vipa.nexbetter.com/pictures/3/4d/23/4d23c8f3-3bda-40d8-9c33-563d1a080f54","https://assets.vipa.nexbetter.com/pictures/3/5c/5f/5c5f1d22-2044-484e-b359-d4112a05ac97","no_data","2026-08-03T03:43:58.00Z","2026-08-19T07:11:32.00Z","0","0"
